variables,runtime
38907,3.111836
38907,5.415658
38907,6.299561
38907,5.548033
38907,5.589194
38907,4.462980
38907,4.614522
38907,4.111848
38907,4.016255
38907,4.019269
38907,4.505527
5491,0.239366
5491,0.224866
5491,0.330434
5491,0.489935
5491,0.631466
5491,0.656284
5491,0.448982
5491,0.487583
5491,0.435551
5491,0.419159
5491,0.241179
5491,0.210021
5491,0.413138
5491,0.256084
5491,0.320419
5491,0.318913
5491,0.329400
5491,0.353278
5491,0.299850
5491,0.273681
5491,0.276389
5491,0.305237
5491,0.270505
5491,0.289762
5491,0.347545
5491,0.283547
5491,0.262150
5491,0.547393
5491,0.274542
5491,0.265677
41331,5.438086
41331,7.487109
41331,5.035972
41331,6.707879
41331,5.129324
41331,6.844482
41331,5.578516
41331,7.897213
41331,5.139825
41331,5.394395
41331,5.747489
41331,4.993877
41331,4.056644
41331,4.237541
41331,4.431891
41331,4.050679
41331,4.041809
41331,4.757209
41331,4.287234
41331,4.365202
41331,5.305058
41331,5.602605
41331,4.257089
41331,4.841187
41331,3.699975
41331,3.499364
41331,3.858124
41331,3.587167
41331,4.542167
41331,5.077925
9810,0.446771
9810,0.440378
9810,0.473132
9810,0.484177
9810,0.518491
9810,0.502407
9810,0.510461
9810,0.442820
9810,0.633074
9810,0.609980
9810,0.435556
9810,0.408889
9810,0.452956
9810,0.470233
9810,0.462716
9810,0.479116
9810,0.453939
9810,0.515513
9810,0.476962
9810,0.647602
9810,0.504754
9810,0.518682
9810,0.477832
9810,0.643309
9810,0.532316
9810,0.460801
9810,0.448138
9810,0.456098
9810,0.523082
9810,0.505725
36241,2.996508
36241,2.949672
36241,3.856581
36241,3.158899
36241,2.733104
36241,3.857208
36241,2.991293
36241,3.367733
36241,3.438595
36241,2.921582
36241,3.002793
36241,4.390946
36241,2.645126
36241,3.042790
36241,2.867343
36241,2.488660
36241,3.771834
36241,3.145936
36241,2.652172
36241,5.010934
36241,2.907768
36241,4.051180
36241,2.934971
36241,2.706567
36241,4.755221
36241,2.689073
36241,3.370503
36241,3.177198
36241,2.668322
36241,2.770776
7768,0.340412
7768,0.324038
7768,0.352841
7768,0.428770
