variables,runtime
9728,1.472753
9728,1.066536
9728,1.068829
9728,1.501237
9728,1.005381
9728,1.247189
9728,1.016844
9728,1.197702
9728,1.081909
9728,1.006757
9728,1.381433
9728,0.914144
9728,0.956854
9728,0.911070
9728,0.927451
9728,1.388966
9728,1.142205
30980,15.726572
30980,15.246587
30980,18.391456
30980,13.651449
30980,10.662890
30980,16.184397
30980,17.808913
30980,16.509616
30980,14.953468
30980,19.288963
30980,20.032483
30980,11.855714
30980,13.571969
30980,18.068708
30980,13.697891
30980,16.863398
30980,12.952378
30980,14.622016
30980,16.254879
30980,16.745462
30980,18.389723
30980,17.151684
30980,14.460772
30980,15.096420
30980,12.403471
30980,15.325475
30980,13.305955
30980,15.249748
30980,12.988529
30980,11.623889
7768,1.381307
7768,1.154334
7768,1.113869
7768,1.451113
7768,1.329332
7768,1.124685
7768,0.996948
7768,1.007564
7768,0.980673
7768,1.103475
7768,1.219075
7768,1.057265
7768,1.085631
7768,1.343911
7768,1.103422
7768,1.103520
7768,1.088467
7768,1.082557
7768,0.967342
7768,1.168393
7768,1.047587
7768,0.950982
7768,1.042205
7768,0.985783
7768,1.109756
7768,1.020626
7768,1.085641
7768,1.019901
7768,0.995383
7768,1.110199
32593,6.384543
32593,4.116956
32593,4.848117
32593,5.532176
32593,4.345696
32593,5.066336
32593,4.385310
32593,4.022811
32593,6.230330
32593,4.801312
32593,5.204829
32593,3.814454
32593,4.156275
32593,4.551503
32593,4.249766
32593,3.352258
32593,4.216479
32593,3.809716
32593,4.362780
32593,5.286733
32593,5.128111
32593,5.000617
32593,4.028498
32593,5.375119
32593,4.255020
32593,4.417854
32593,4.317061
32593,4.506220
32593,5.075299
32593,3.693581
