set_id,scenario_id,topology_id,variant,trajectory_method,realization_id,value,ratio,status,runtime_s,variables,rows,nonzeros
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,14,14.307953598823206,0.7153976799411603,optimal,0.6984715370053891,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,15,14.416266955279706,0.7208133477639853,optimal,0.7684582690126263,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,16,14.358642933330758,0.7179321466665379,optimal,0.7150136650016066,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,17,14.739280643691066,0.7369640321845533,optimal,0.7410413420002442,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,18,14.809420320548702,0.740471016027435,optimal,0.7461548680148553,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,19,14.465853627872475,0.7232926813936238,optimal,0.7747237750154454,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,20,14.3297951248861,0.716489756244305,optimal,0.6849852729937993,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,21,13.907173740077065,0.6953586870038533,optimal,0.6683701910078526,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,22,14.470882730501904,0.7235441365250952,optimal,0.6983444590005092,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,23,14.256130307288133,0.7128065153644066,optimal,0.8227669320185669,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,24,13.50757745025842,0.6753788725129211,optimal,0.7063140079844743,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,25,13.63438438193355,0.6817192190966775,optimal,0.6860801959992386,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,26,14.40834702545837,0.7204173512729185,optimal,0.695148878992768,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,27,14.141726927419954,0.7070863463709978,optimal,0.6892406979750376,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,28,14.559868073820487,0.7279934036910244,optimal,0.6764981120068114,19873,35768,119625
sens-alerts20,BsonetEurope-r0,BsonetEurope,trajectory,B1,29,13.983539123839618,0.699176956191981,optimal,0.8513806110131554,19873,35768,119625
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,0,8.233797827786756,0.41168989138933776,optimal,0.7889988679962698,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,1,9.327631900743055,0.46638159503715276,optimal,0.9544251460174564,20403,38729,127549
sens-alerts20,BtNorthAmerica-r0,BtNorthAmerica,trajectory,B1,2,8.910969734256913,0.44554848671284564,optimal,0.7779557559988461,20403,38729,127549
